"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
14,"Hedging the climate sensitivity risks of a temperature target","Climatic Change","0165-0009, 1573-1480","Article","2014-10-02","10.1007/s10584-014-1243-8",NA,0,2,0,11,FALSE,2014,1.883,"C"
14,"Southern hemisphere atmospheric circulation: impacts on Antarctic climate and reconstructions from Antarctic ice core data","Climatic Change","0165-0009, 1573-1480","Article","2009-10-13","10.1007/s10584-009-9673-4",NA,0,2,0,1,FALSE,2009,1.883,"C"
14,"Percentile indices for assessing changes in heavy precipitation events","Climatic Change","0165-0009, 1573-1480","Article","2016-04-05","10.1007/s10584-016-1669-2",NA,1,0,0,8,TRUE,2016,1.883,"C"
14,"Australians' views on carbon pricing before and after the 2013 federal election","Nature Climate Change","1758-678X, 1758-6798","Article","2015-08-10","10.1038/nclimate2756",NA,0,1,0,12,FALSE,2015,8.256,"D"
14,"The 1877–1878 El Niño episode: associated impacts in South America","Climatic Change","0165-0009, 1573-1480","Article","2008-09-10","10.1007/s10584-008-9470-5",NA,0,1,0,8,FALSE,2008,1.883,"C"
14,"Climate Change, Habitat Loss, Protected Areas and the Climate Adaptation Potential of Species in Mediterranean Ecosystems Worldwide","PLoS ONE","1932-6203","Article","2009-07-29","10.1371/journal.pone.0006392",NA,0,1,1,7,TRUE,2009,1.201,"B"
14,"Measuring the economic impact of climate change on agriculture: a Ricardian analysis of farmlands in Tajikistan","Climate and Development","1756-5529, 1756-5537","Article","2014-12-13","10.1080/17565529.2014.989189",NA,0,1,0,14,FALSE,2014,0.805,"A"
14,"Adapting to climate change: assessing the vulnerability of ecosystem services in Europe in the context of rural development","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2013-09-18","10.1007/s11027-013-9507-6",NA,0,2,0,8,FALSE,2013,0.891,"A"
14,"Adaptation of agriculture to climate change in semi-arid Borena, Ethiopia","Regional Environmental Change","1436-3798, 1436-378X","Article","2016-04-01","10.1007/s10113-016-0940-4",NA,0,1,0,12,TRUE,2016,1.13,"A"
14,"Limitations of single-basket trading: lessons from the Montreal Protocol for climate policy","Climatic Change","0165-0009, 1573-1480","Article","2011-06-28","10.1007/s10584-011-0136-3",NA,0,2,1,0,FALSE,2011,1.883,"C"
14,"Scenarios with MIT integrated global systems model: significant global warming regardless of different approaches","Climatic Change","0165-0009, 1573-1480","Article","2010-06-11","10.1007/s10584-009-9792-y",NA,0,2,0,0,FALSE,2010,1.883,"C"
14,"Persistence of climate changes due to a range of greenhouse gases","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2010-10-11","10.1073/pnas.1006282107",NA,0,0,1,19,FALSE,2010,6.321,"D"
14,"Projecting the impacts of climate change on skipjack tuna abundance and spatial distribution","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12460",NA,0,2,1,6,FALSE,2013,4.768,"D"
14,"Tolerance limit for fish growth exceeded by warming waters","Nature Climate Change","1758-678X, 1758-6798","Article","2011-04-17","10.1038/nclimate1084",NA,0,1,1,2,FALSE,2011,8.256,"D"
14,"Urban-induced thunderstorm modification in the Southeast United States","Climatic Change","0165-0009, 1573-1480","Article","2011-11-10","10.1007/s10584-011-0324-1",NA,0,2,0,1,FALSE,2011,1.883,"C"
14,"Polar opposites in US election","Nature Climate Change","1758-678X, 1758-6798","Article","2016-10-26","10.1038/nclimate3145",NA,0,0,0,27,FALSE,2016,8.256,"D"
14,"Understanding the recent trend of haze pollution in eastern China: roles of

climate change","Atmospheric Chemistry and Physics","1680-7316, 1680-7324","Article","2016-04-01","10.5194/acp-16-4205-2016",NA,0,1,0,9,TRUE,2016,3.264,"D"
14,"Adaptation as biopolitics: Why state policies in Turkey do not reduce the vulnerability of seasonal agricultural workers to climate change ","Global Environmental Change","0959-3780","Article","2015-03-01","10.1016/j.gloenvcha.2015.02.003",NA,0,0,0,24,FALSE,2015,3.507,"D"
14,"Potential Impacts of Climate Change on Insect Communities: A Transplant Experiment","PLoS ONE","1932-6203","Article","2014-01-22","10.1371/journal.pone.0085987",NA,1,0,0,8,TRUE,2014,1.201,"B"
14,"Collapse of an avifauna: climate change appears to exacerbate habitat loss and degradation","Diversity and Distributions","1366-9516, 1472-4642","Article","2009-04-27","10.1111/j.1472-4642.2009.00578.x",NA,1,1,0,0,FALSE,2009,2.651,"C"
14,"Climate or development: is ODA diverted from its original purpose?","Climatic Change","0165-0009, 1573-1480","Article","2007-05-30","10.1007/s10584-007-9270-3",NA,0,2,1,0,FALSE,2007,1.883,"C"
14,"Historical and future anthropogenic emission pathways derived from coupled climateâ??carbon cycle simulations","Climatic Change","0165-0009, 1573-1480","Article","2010-07-21","10.1007/s10584-010-9886-6",NA,0,2,1,0,FALSE,2010,1.883,"C"
14,"Emerging migration flows in a changing climate in dryland Africa","Nature Climate Change","1758-678X, 1758-6798","Article","2012-03-11","10.1038/nclimate1447",NA,0,1,0,7,FALSE,2012,8.256,"D"
14,"Changes in seasonal climate outpace compensatory density?dependence in eastern brook trout","Global Change Biology","1354-1013, 1365-2486","Article","2015-10-01","10.1111/gcb.13135",NA,1,0,0,6,FALSE,2015,4.768,"D"
14,"Spatial and temporal variation in plant hydraulic traits and their relevance for climate change impacts on vegetation","New Phytologist","0028-646X, 1469-8137","Article","2014-07-02","10.1111/nph.12907",NA,0,0,0,23,FALSE,2014,3.573,"D"
14,"Threats from climate change to terrestrial vertebrate hotspots in europe.","PLoS ONE","1932-6203","Article","2013-09-16","10.1371/journal.pone.0074989",NA,0,1,0,6,TRUE,2013,1.201,"B"
14,"Exploring effects of climate change on Northern Plains American Indian health","Climatic Change","0165-0009, 1573-1480","Article","2013-06-22","10.1007/s10584-013-0799-z",NA,1,0,0,5,FALSE,2013,1.883,"C"
14,"On the status of forest birds in tropical and subtropical South America","Climatic Change","0165-0009, 1573-1480","Article","2011-08-05","10.1007/s10584-011-0163-0",NA,0,2,0,3,FALSE,2011,1.883,"C"
14,"Perceptions of environmental change and migration decisions","Climatic Change","0165-0009, 1573-1480","Article","2016-08-08","10.1007/s10584-016-1767-1",NA,0,1,0,5,FALSE,2016,1.883,"C"
14,"Emission metrics and sea level rise","Climatic Change","0165-0009, 1573-1480","Article","2014-09-26","10.1007/s10584-014-1258-1",NA,0,2,0,2,FALSE,2014,1.883,"C"
14,"Forecasting climate change impacts on the distribution of wetland habitat in the Midwestern United states","Global Change Biology","1354-1013, 1365-2486","Article","2014-10-31","10.1111/gcb.12748",NA,0,2,0,2,FALSE,2014,4.768,"D"
14,"Will the role of intercontinental transport change in a changing climate?","Atmospheric Chemistry and Physics","1680-7316, 1680-7324","Article","2014-09-10","10.5194/acp-14-9379-2014",NA,0,2,0,2,TRUE,2014,3.264,"D"
14,"Global-scale projection and its sensitivity analysis of the health burden attributable to childhood undernutrition under the latest scenario framework for climate change research","Environmental Research Letters","1748-9326","Article","2014-05-01","10.1088/1748-9326/9/6/064014",NA,0,2,0,1,TRUE,2014,2.628,"C"
14,"Projecting current and potential future distribution of the Fire-bellied toad Bombina bombina under climate change in north-eastern Germany","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-05-14","10.1007/s10113-013-0468-9",NA,0,2,0,1,FALSE,2013,1.13,"A"
14,"European air quality in the 2030s and 2050s: Impacts of global and regional emission trends and of climate change ","Atmospheric Environment","0004-6981, 1352-2310","Article","2014-08-01","10.1016/j.atmosenv.2014.04.033",NA,0,2,0,1,FALSE,2014,1.466,"B"
14,"The impact of climate change on the European energy system","Energy Policy","0301-4215","Article","2013-06-01","10.1016/j.enpol.2013.05.093",NA,0,2,1,5,FALSE,2013,2.197,"C"
14,"Detection and quantification of local anthropogenic and regional climatic transient signals in temperature logs from Czechia and Slovenia","Climatic Change","0165-0009, 1573-1480","Article","2011-12-07","10.1007/s10584-011-0373-5",NA,0,2,0,1,FALSE,2011,1.883,"C"
14,"Impact of climate change on corrosion and damage to concrete infrastructure in Australia","Climatic Change","0165-0009, 1573-1480","Article","2011-06-11","10.1007/s10584-011-0124-7",NA,0,2,0,1,FALSE,2011,1.883,"C"
14,"Evaluation, characterization, and communication of uncertainty by the intergovernmental panel on climate change—an introductory essay","Climatic Change","0165-0009, 1573-1480","Article","2011-08-13","10.1007/s10584-011-0176-8",NA,0,2,0,0,FALSE,2011,1.883,"C"
14,"Communicating climate change risks in a skeptical world","Climatic Change","0165-0009, 1573-1480","Article","2011-08-18","10.1007/s10584-011-0189-3",NA,0,2,0,1,FALSE,2011,1.883,"C"
14,"Certainty, uncertainty, and climate change","Climatic Change","0165-0009, 1573-1480","Article","2011-08-13","10.1007/s10584-011-0184-8",NA,0,2,0,1,FALSE,2011,1.883,"C"
14,"Defense community perspectives on uncertainty and confidence judgments","Climatic Change","0165-0009, 1573-1480","Article","2011-08-09","10.1007/s10584-011-0191-9",NA,0,2,0,1,FALSE,2011,1.883,"C"
14,"Climate Justice in Rural Southeastern United States: A Review of Climate Change Impacts and Effects on Human Health","International Journal of Environmental Research and Public Health","1660-4601","Article","2016-02-03","10.3390/ijerph13020189",NA,0,1,0,5,TRUE,2016,0.82,"A"
14,"An Integrated Coral Reef Ecosystem Model to Support Resource Management under a Changing Climate","PLoS ONE","1932-6203","Article","2015-12-16","10.1371/journal.pone.0144165",NA,0,1,0,7,TRUE,2015,1.201,"B"
14,"Benefit cost analysis, resilience and climate change","Climate Policy","1469-3062, 1752-7457","Article","2015-06-18","10.1080/14693062.2015.1052957",NA,1,1,0,0,FALSE,2015,1.165,"B"
13,"Climate change impacts on streamflow extremes and summertime stream temperature and their possible consequences for freshwater salmon habitat in Washington State","Climatic Change","0165-0009, 1573-1480","Article","2010-04-27","10.1007/s10584-010-9845-2",NA,1,1,0,0,FALSE,2010,1.883,"C"
13,"The physical basis for increases in precipitation extremes in simulations of 21st-century climate change","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2009-09-01","10.1073/pnas.0907610106",NA,0,0,6,1,FALSE,2009,6.321,"D"
13,"Approaches for estimating effects of climate change on heat-related deaths: challenges and opportunities","Environmental Science and Policy","1462-9011, 1873-6416","Article","2008-02-01","10.1016/j.envsci.2007.08.001",NA,1,0,2,0,FALSE,2008,1.656,"B"
13,"Climate change and heat-related mortality in six cities Part 2: climate model evaluation and projected impacts from changes in the mean and variability of temperature with climate change","International Journal of Biometeorology","0020-7128, 1432-1254","Article","2009-01-15","10.1007/s00484-008-0189-9",NA,1,0,2,0,FALSE,2009,0.792,"A"
13,"Crop connectivity under climate change: future environmental and geographic risks of potato late blight in Scotland","Global Change Biology","1354-1013, 1365-2486","Article","2016-05-01","10.1111/gcb.13368",NA,0,2,0,2,FALSE,2016,4.768,"D"
13,"Climate-driven changes in lakes from the Peruvian Andes","Journal of Paleolimnology","0921-2728, 1573-0417","Article","2015-05-08","10.1007/s10933-015-9843-5",NA,1,1,0,0,FALSE,2015,0.957,"A"
13,"Building responsiveness to climate change through community based adaptation in Bangladesh","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2011-05-24","10.1007/s11027-011-9298-6",NA,1,0,1,0,FALSE,2011,0.891,"A"
13,"Child Centred Approach to Climate Change and Health Adaptation through Schools in Bangladesh: A Cluster Randomised Intervention Trial","PLoS ONE","1932-6203","Article","2015-08-07","10.1371/journal.pone.0134993",NA,1,0,1,1,TRUE,2015,1.201,"B"
13,"Strategies to adapt to an uncertain climate change","Global Environmental Change","0959-3780","Article","2009-05-01","10.1016/j.gloenvcha.2008.12.003",NA,0,0,9,1,FALSE,2009,3.507,"D"
13,"The marine nitrogen cycle: recent discoveries, uncertainties and the potential relevance of climate change","Philosophical Transactions of the Royal Society B: Biological Sciences","0962-8436, 1471-2970","Article","2013-05-27","10.1098/rstb.2013.0121",NA,1,0,0,1,FALSE,2013,2.137,"C"
13,"The montane circulation on Kilimanjaro, Tanzania and its relevance for the summit ice fields: Comparison of surface mountain climate with equivalent reanalysis parameters ","Global and Planetary Change","0921-8181","Article","2010-11-01","10.1016/j.gloplacha.2010.08.001",NA,1,0,0,1,FALSE,2010,1.741,"B"
13,"Climate change, nuclear power, and the adaptation–mitigation dilemma","Energy Policy","0301-4215","Article","2011-01-01","10.1016/j.enpol.2010.09.046",NA,1,0,3,0,FALSE,2011,2.197,"C"
13,"Causes of recent changes in western North American snowpack","Climate Dynamics","0930-7575, 1432-0894","Article","2011-05-14","10.1007/s00382-011-1089-y",NA,1,0,1,0,FALSE,2011,3.019,"D"
13,"Climate change in mountains: a review of elevation-dependent warming and its possible causes","Climatic Change","0165-0009, 1573-1480","Article","2012-03-16","10.1007/s10584-012-0419-3",NA,0,2,0,1,FALSE,2012,1.883,"C"
13,"Positive but variable sensitivity of August surface ozone to large-scale warming in the southeast United States","Nature Climate Change","1758-678X, 1758-6798","Article","2015-03-23","10.1038/nclimate2567",NA,0,1,0,10,FALSE,2015,8.256,"D"
13,"Quantifying climate change mitigation potential in the United States Great Plains wetlands for three greenhouse gas emission scenarios","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2013-09-10","10.1007/s11027-013-9500-0",NA,0,2,0,7,FALSE,2013,0.891,"A"
13,"Climate change and the selective signature of the Late Ordovician mass extinction","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2012-04-17","10.1073/pnas.1117039109",NA,0,1,0,9,FALSE,2012,6.321,"D"
13,"The limits of poverty reduction in support of climate change adaptation","Environmental Research Letters","1748-9326","Article","2016-09-06","10.1088/1748-9326/11/9/094011",NA,0,1,0,6,TRUE,2016,2.628,"C"
13,"Ocean change around Greenland under a warming climate","Climate Dynamics","0930-7575, 1432-0894","Article","2014-10-21","10.1007/s00382-014-2373-4",NA,0,2,0,6,FALSE,2014,3.019,"D"
13,"Temporal and spatial variability of the global water balance","Climatic Change","0165-0009, 1573-1480","Article","2013-06-05","10.1007/s10584-013-0798-0",NA,0,2,0,12,FALSE,2013,1.883,"C"
13,"The economic impact of climate change in the 20th and 21st centuries","Climatic Change","0165-0009, 1573-1480","Article","2012-10-19","10.1007/s10584-012-0613-3",NA,0,2,0,13,FALSE,2012,1.883,"C"
13,"Climate warming, water storage, and Chinook salmon in California’s Sacramento Valley","Climatic Change","0165-0009, 1573-1480","Article","2008-06-04","10.1007/s10584-008-9427-8",NA,0,1,1,3,FALSE,2008,1.883,"C"
13,"Projected changes in diverse ecosystems from climate warming and biophysical drivers in northwest Alaska","Climatic Change","0165-0009, 1573-1480","Article","2015-01-18","10.1007/s10584-014-1302-1",NA,1,0,0,6,FALSE,2015,1.883,"C"
13,"Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2014-12-29","10.1073/pnas.1410088112",NA,0,0,0,26,FALSE,2014,6.321,"D"
